id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,dw_nominate,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,missed_votes_pct,votes_with_party_pct,congress,chamber
W000820,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000820.json,Mimi,,Walters,,1962-05-14,F,R,,RepMimiWalters,RepMimiWalters,,412618,76141,29346,21509,N00035391,/m/077r0l,H4CA45097,https://walters.house.gov,https://walters.house.gov/rss.xml,,True,0.433,4,2018,1132.0,26.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:ca/cd:45,215 Cannon House Office Building,202-225-5611,202-225-9177,CA,2.3,98.19,115,house
W000799,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000799.json,Tim,,Walz,,1964-04-06,M,D,,RepTimWalz,,1529tjw,412214,1018510,65443,20726,N00027467,/m/06wntz,H6MN01174,https://walz.house.gov,https://walz.house.gov/rss.xml,,True,-0.275,12,2018,1132.0,315.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:mn/cd:1,2313 Rayburn House Office Building,202-225-2472,202-225-3433,MN,27.83,92.66,115,house
W000797,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000797.json,Debbie,,Wasserman Schultz,,1966-09-27,F,D,,RepDWStweets,RepDWS,RepWassermanSchultz,400623,86882,24301,20504,N00026106,/m/04cmyw,H4FL20023,https://wassermanschultz.house.gov,,,True,-0.423,14,2018,1132.0,76.0,2.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:fl/cd:23,1114 Longworth House Office Building,202-225-7931,202-226-2052,FL,6.71,93.94,115,house
W000187,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000187.json,Maxine,,Waters,,1938-08-15,F,D,,RepMaxineWaters,MaxineWaters,MaxineWaters,400422,1953,26759,29106,N00006690,/m/024tyk,H4CA23011,https://waters.house.gov,,,True,-0.655,28,2018,1132.0,50.0,2.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:ca/cd:43,2221 Rayburn House Office Building,202-225-2201,202-225-7854,CA,4.42,93.35,115,house
W000822,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000822.json,Bonnie,,Watson Coleman,,1945-02-06,F,D,,RepBonnie,RepBonnie,,412644,79091,24799,21538,N00036158,/m/08kj70,H4NJ12149,https://watsoncoleman.house.gov,,,True,-0.647,4,2018,1132.0,19.0,1.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:nj/cd:12,1535 Longworth House Office Building,202-225-5801,202-225-6025,NJ,1.68,92.9,115,house
W000814,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000814.json,Randy,,Weber,,1953-07-02,M,R,,TXRandy14,TXRandy14,TXRandy14,412574,79698,102026,21360,N00033539,/m/0km63t0,H2TX14149,https://weber.house.gov,,,True,0.699,6,2018,1132.0,22.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:tx/cd:14,1708 Longworth House Office Building,202-225-2831,202-225-0271,TX,1.94,94.32,115,house
W000806,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000806.json,Daniel,,Webster,,1949-04-27,M,R,,RepWebster,RepWebster,repdanwebster,412410,30504,24302,21116,N00026335,/m/03cg47l,H0FL08208,https://webster.house.gov,,,True,0.484,8,2018,1132.0,103.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:fl/cd:11,1210 Longworth House Office Building,202-225-1002,202-225-0999,FL,9.1,96.4,115,house
W000800,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000800.json,Peter,,Welch,,1947-05-02,M,D,,PeterWelch,PeterWelch,reppeterwelch,412239,1019990,51272,20750,N00000515,/m/0db4gl,H6VT00160,https://welch.house.gov,https://welch.house.gov/rss.xml,,True,-0.408,12,2018,1132.0,26.0,1.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:vt/cd:1,2303 Rayburn House Office Building,202-225-4115,202-225-6790,VT,2.3,93.58,115,house
W000815,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000815.json,Brad,,Wenstrup,,1958-06-17,M,R,,RepBradWenstrup,RepBradWenstrup,repbradwenstrup,412564,1034044,135326,21351,N00033310,/m/0j63b7n,H2OH02085,https://wenstrup.house.gov,,,True,0.576,6,2018,1132.0,3.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:oh/cd:2,2419 Rayburn House Office Building,202-225-3164,202-225-1992,OH,0.27,96.19,115,house
W000821,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000821.json,Bruce,,Westerman,,1967-11-18,M,R,,RepWesterman,RepWesterman,,412610,76097,119120,21563,N00035527,/m/0wklff5,H4AR04048,https://westerman.house.gov,https://westerman.house.gov/rss.xml,,True,0.548,4,2018,1132.0,6.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:ar/cd:4,130 Cannon House Office Building,202-225-3772,,AR,0.53,97.34,115,house
W000816,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000816.json,Roger,,Williams,,1949-09-13,M,R,,RepRWilliams,RepRogerWilliams,,412578,623742,50112,21364,N00030602,/m/08rszb,H2TX33040,https://williams.house.gov,https://williams.house.gov/rss.xml,,True,0.603,6,2018,1132.0,15.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:tx/cd:25,1323 Longworth House Office Building,202-225-9896,512-473-8946,TX,1.33,96.78,115,house
W000808,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000808.json,Frederica,,Wilson,,1942-11-05,F,D,,RepWilson,RepWilson,repfredericawilson,412412,87016,17319,21118,N00030650,/m/03cg3tv,H0FL17068,https://wilson.house.gov,,,True,-0.475,8,2018,1132.0,165.0,3.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:fl/cd:24,2445 Rayburn House Office Building,202-225-4506,202-226-0777,FL,14.58,95.04,115,house
W000795,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000795.json,Joe,,Wilson,,1947-07-31,M,R,,RepJoeWilson,JoeWilson,RepJoeWilson,400433,1002567,3985,20138,N00024809,/m/03tll0,H2SC02059,https://joewilson.house.gov,https://joewilson.house.gov/rss.xml,,True,0.545,18,2018,1132.0,15.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:sc/cd:2,1436 Longworth House Office Building,202-225-2452,202-225-2455,SC,1.33,97.58,115,house
W000804,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000804.json,Robert,J.,Wittman,,1959-02-03,M,R,,RobWittman,RepRobWittman,RobWittman,412255,1028089,58133,20756,N00029459,/m/03cx7ld,H8VA01147,https://wittman.house.gov,,,True,0.426,12,2018,1132.0,15.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:va/cd:1,2055 Rayburn House Office Building,202-225-4261,202-225-4382,VA,1.33,94.63,115,house
W000809,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000809.json,Steve,,Womack,,1957-02-18,M,R,,Rep_SteveWomack,RepSteveWomack,CongressmanWomack,412402,1033625,71815,21108,N00031857,/m/0cmcvkz,H0AR03055,https://womack.house.gov,https://womack.house.gov/news/rss.aspx,,True,0.347,8,2018,1132.0,0.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:ar/cd:3,2412 Rayburn House Office Building,202-225-4301,202-225-5713,AR,0.0,97.7,115,house
W000810,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000810.json,Rob,,Woodall,,1970-02-11,M,R,,RepRobWoodall,RepRobWoodall,RobWoodallGA07,412416,623342,122251,21122,N00032416,/m/0cz8ryh,H0GA07133,https://woodall.house.gov,https://woodall.house.gov/rss.xml,,True,0.648,8,2018,1132.0,17.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:ga/cd:7,1724 Longworth House Office Building,202-225-4272,202-225-4696,GA,1.5,93.27,115,house
Y000062,Representative,Rep.,https://api.propublica.org/congress/v1/members/Y000062.json,John,,Yarmuth,,1947-11-04,M,D,,RepJohnYarmuth,214258646163,RepJohnYarmuth,412211,1021662,58579,20723,N00028073,/m/0bb00g,H6KY03124,https://yarmuth.house.gov,,,True,-0.378,12,2018,1132.0,36.0,2.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:ky/cd:3,131 Cannon House Office Building,202-225-5401,202-225-5776,KY,3.18,94.53,115,house
Y000063,Representative,Rep.,https://api.propublica.org/congress/v1/members/Y000063.json,Kevin,,Yoder,,1976-01-08,M,R,,RepKevinYoder,CongressmanKevinYoder,RepYoder,412430,61843,34433,21135,N00031502,/m/06w90zv,H0KS03137,https://yoder.house.gov,https://yoder.house.gov/rss.xml,,True,0.559,8,2018,1132.0,18.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:ks/cd:3,2433 Rayburn House Office Building,202-225-2865,202-225-2807,KS,1.59,93.72,115,house
Y000065,Representative,Rep.,https://api.propublica.org/congress/v1/members/Y000065.json,Ted,,Yoho,,1955-04-13,M,R,,RepTedYoho,CongressmanTedYoho,RepTedYoho,412525,63943,137622,21317,N00033220,/m/0l8lwvh,H2FL06109,https://yoho.house.gov,https://yoho.house.gov/rss.xml,,True,0.699,6,2018,1132.0,35.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:fl/cd:3,511 Cannon House Office Building,202-225-5744,,FL,3.09,94.71,115,house
Y000066,Representative,Rep.,https://api.propublica.org/congress/v1/members/Y000066.json,David,,Young,,1968-05-11,M,R,,RepDavidYoung,RepDavidYoung,,412628,76211,155218,21521,N00035509,/m/0127pc92,S4IA00103,https://davidyoung.house.gov,https://davidyoung.house.gov/rss.xml,,True,0.443,4,2018,1132.0,0.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:ia/cd:3,240 Cannon House Office Building,202-225-5476,,IA,0.0,96.29,115,house
Y000033,Representative,Rep.,https://api.propublica.org/congress/v1/members/Y000033.json,Don,,Young,,1933-06-09,M,R,,RepDonYoung,RepDonYoung,RepDonYoung,400440,1897,26717,14066,N00007999,/m/024p1k,H6AK00045,https://donyoung.house.gov,https://donyoung.house.gov/news/rss.aspx,,True,0.279,46,2018,1132.0,40.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:ak/cd:1,2314 Rayburn House Office Building,202-225-5765,202-225-0425,AK,3.53,90.29,115,house
Z000017,Representative,Rep.,https://api.propublica.org/congress/v1/members/Z000017.json,Lee,,Zeldin,,1980-01-30,M,R,,RepLeeZeldin,RepLeeZeldin,,412646,61616,110252,21539,N00029404,/m/03h4jcq,H8NY01148,https://zeldin.house.gov,https://zeldin.house.gov/rss.xml,,True,0.363,4,2018,1132.0,19.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:ny/cd:1,1517 Longworth House Office Building,202-225-3826,202-225-3143,NY,1.68,93.26,115,house
Z000018,Representative,Rep.,https://api.propublica.org/congress/v1/members/Z000018.json,Ryan,,Zinke,,1961-11-01,M,R,,RepRyanZinke,CongressmanRyanZinke,,412640,76298,,21532,,/m/0gkz1jg,H4MT01041,https://zinke.house.gov,https://zinke.house.gov/rss.xml,,False,0.412,4,2018,108.0,89.0,0.0,2018-11-16 11:31:42 -0500,ocd-division/country:us/state:mt/cd:1,,202-225-3211,,MT,82.41,89.47,115,house
A000360,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/A000360.json,Lamar,,Alexander,,1940-07-03,M,R,,SenAlexander,senatorlamaralexander,lamaralexander,300002,5,15691,40304,N00009888,/m/01rbs3,S2TN00058,https://www.alexander.senate.gov/public,https://www.alexander.senate.gov/public/?a=RSS.Feed,http://www.alexander.senate.gov/public/index.cfm?p=Email,True,0.323,15,2020,569,26,0,2018-11-16 07:29:00 -0500,ocd-division/country:us/state:tn,455 Dirksen Senate Office Building,202-224-4944,202-228-3398,TN,4.57,97.05,115,senate
B001230,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/B001230.json,Tammy,,Baldwin,,1962-02-11,F,D,,SenatorBaldwin,TammyBaldwin,witammybaldwin,400013,57884,3470,29940,N00004367,/m/024v02,S2WI00219,https://www.baldwin.senate.gov,https://www.baldwin.senate.gov/rss/feeds/?type=all,https://www.baldwin.senate.gov/feedback,True,-0.522,5,2018,569,3,1,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:wi,709 Hart,202-224-5653,202-225-6942,WI,0.53,94.17,115,senate
B001261,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/B001261.json,John,,Barrasso,,1952-07-21,M,R,Policy Committee Chair,SenJohnBarrasso,johnbarrasso,barrassowyo,412251,1024777,52662,40707,N00006236,/m/02rsm32,S6WY00068,https://www.barrasso.senate.gov,https://www.barrasso.senate.gov/public/?a=rss.feed,https://www.barrasso.senate.gov/public/index.cfm/contact-form,True,0.533,11,2018,569,1,0,2018-11-16 07:29:00 -0500,ocd-division/country:us/state:wy,307 Dirksen Senate Office Building,202-224-6441,202-224-1724,WY,0.18,96.65,115,senate
B001267,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/B001267.json,Michael,,Bennet,,1964-11-28,M,D,,SenBennetCo,senbennetco,SenatorBennet,412330,1031622,110942,40910,N00030608,/m/05b60qf,S0CO00211,https://www.bennet.senate.gov,,https://www.bennet.senate.gov/?p=contact,True,-0.207,9,2022,569,5,1,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:co,261 Russell Senate Office Building,202-224-5852,202-228-5097,CO,0.88,90.25,115,senate
B001277,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/B001277.json,Richard,,Blumenthal,,1946-02-13,M,D,,SenBlumenthal,SenBlumenthal,SenatorBlumenthal,412490,21799,1568,41101,N00031685,/m/03tg8m,S0CT00177,https://www.blumenthal.senate.gov,https://www.blumenthal.senate.gov/rss/feeds/?type=press,https://www.blumenthal.senate.gov/contact/,True,-0.424,7,2022,569,3,1,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:ct,706 Hart Senate Office Building,202-224-2823,202-224-9673,CT,0.53,90.81,115,senate
B000575,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/B000575.json,Roy,,Blunt,,1950-01-10,M,R,,RoyBlunt,SenatorBlunt,SenatorBlunt,400034,45465,418,29735,N00005195,/m/034fn4,S0MO00183,https://www.blunt.senate.gov/public,https://www.blunt.senate.gov/public/?a=RSS.Feed,https://www.blunt.senate.gov/public/index.cfm/contact-roy,True,0.43,7,2022,569,13,0,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:mo,260 Russell Senate Office Building,202-224-5721,202-224-8149,MO,2.28,98.2,115,senate
B001288,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/B001288.json,Cory,,Booker,,1969-04-27,M,D,,CoryBooker,,SenCoryBooker,412598,84679,76151,41308,N00035267,/m/06p430,S4NJ00185,https://www.booker.senate.gov,https://www.booker.senate.gov/rss/,https://www.booker.senate.gov/?p=contact,True,-0.615,5,2020,569,28,1,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:nj,359 Dirksen Senate Office Building,202-224-3224,202-224-8378,NJ,4.92,84.1,115,senate
B001236,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/B001236.json,John,,Boozman,,1950-12-10,M,R,,JohnBoozman,JohnBoozman,BoozmanPressOffice,400040,92069,27958,20101,N00013873,/m/024s3v,S0AR00150,https://www.boozman.senate.gov/public,https://www.boozman.senate.gov/public/?a=RSS.Feed,https://www.boozman.senate.gov/public/index.cfm/contact,True,0.401,7,2022,569,4,0,2018-11-16 07:29:00 -0500,ocd-division/country:us/state:ar,141 Hart Senate Office Building,202-224-4843,202-228-1371,AR,0.7,98.23,115,senate
B000944,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/B000944.json,Sherrod,,Brown,,1952-11-09,M,D,,SenSherrodBrown,,SherrodBrownOhio,400050,5051,27018,29389,N00003535,/m/034s80,S6OH00163,https://www.brown.senate.gov,https://www.brown.senate.gov/rss/feeds/?type=all&,http://www.brown.senate.gov/contact/,True,-0.438,11,2018,569,2,1,2018-11-16 07:29:00 -0500,ocd-division/country:us/state:oh,713 Hart Senate Office Building,202-224-2315,202-228-6321,OH,0.35,93.47,115,senate
B001135,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/B001135.json,Richard,M.,Burr,,1955-11-30,M,R,,SenatorBurr,SenatorRichardBurr,SenatorRichardBurr,400054,31054,21787,29548,N00002221,/m/03g_s9,S4NC00089,https://www.burr.senate.gov,,https://www.burr.senate.gov/contact/email,True,0.453,13,2022,569,24,0,2018-11-16 07:29:00 -0500,ocd-division/country:us/state:nc,217 Russell Senate Office Building,202-224-3154,202-228-2981,NC,4.22,97.8,115,senate
C000127,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C000127.json,Maria,,Cantwell,,1958-10-13,F,D,,SenatorCantwell,senatorcantwell,SenatorCantwell,300018,26137,27122,39310,N00007836,/m/01x68t,S8WA00194,https://www.cantwell.senate.gov,,http://www.cantwell.senate.gov/public/index.cfm/email-maria,True,-0.292,17,2018,569,2,1,2018-11-16 07:29:00 -0500,ocd-division/country:us/state:wa,511 Hart Senate Office Building,202-224-3441,202-228-0514,WA,0.35,94.89,115,senate
C001047,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001047.json,Shelley,Moore,Capito,,1953-11-26,F,R,,SenCapito,senshelley,UCbiXdR4XQ3vD9Xp5lfR9QXw,400061,83737,11701,20146,N00009771,/m/024pwq,S4WV00159,https://www.capito.senate.gov,,https://www.capito.senate.gov/contact/contact-shelley,True,0.26,3,2020,569,6,0,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:wv,172 Russell Senate Office Building,202-224-6472,202-225-7856,WV,1.05,96.98,115,senate
C000141,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C000141.json,Benjamin,L.,Cardin,,1943-10-05,M,D,,SenatorCardin,senatorbencardin,senatorcardin,400064,4004,26888,15408,N00001955,/m/025k3k,S6MD03177,https://www.cardin.senate.gov,,http://www.cardin.senate.gov/contact/,True,-0.326,11,2018,569,5,1,2018-11-16 07:29:00 -0500,ocd-division/country:us/state:md,509 Hart Senate Office Building,202-224-4524,202-224-1651,MD,0.88,94.86,115,senate
C000174,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C000174.json,Thomas,R.,Carper,,1947-01-23,M,D,,SenatorCarper,tomcarper,senatorcarper,300019,663,22421,15015,N00012508,/m/01xw7t,S8DE00079,https://www.carper.senate.gov/public,https://www.carper.senate.gov/public/?a=RSS.Feed,http://www.carper.senate.gov/public/index.cfm/email-senator-carper,True,-0.174,17,2018,569,6,1,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:de,513 Hart Senate Office Building,202-224-2441,202-228-2190,DE,1.05,89.17,115,senate
C001070,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C001070.json,Bob,,Casey,,1960-04-13,M,D,,SenBobCasey,SenatorBobCasey,SenatorBobCasey,412246,47036,2541,40703,N00027503,/m/047ymw,S6PA00217,https://www.casey.senate.gov,https://www.casey.senate.gov/rss/feeds/?all,https://www.casey.senate.gov/contact/,True,-0.304,11,2018,569,1,1,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:pa,393 Russell Senate Office Building,202-224-6324,202-228-0604,PA,0.18,94.19,115,senate
C001075,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001075.json,Bill,,Cassidy,,1957-09-28,M,R,,,,SenatorBillCassidy,412269,1030546,69494,20919,N00030245,/m/0286t7r,S4LA00107,https://www.cassidy.senate.gov,,https://www.cassidy.senate.gov/contact,True,0.452,3,2020,569,5,0,2018-11-16 07:29:00 -0500,ocd-division/country:us/state:la,520 Hart Senate Office Building,202-224-5824,202-225-7313,LA,0.88,96.99,115,senate
C000567,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C000567.json,Thad,,Cochran,,1937-12-07,M,R,,SenThadCochran,,sencochran,300023,1200,53312,14009,N00003328,/m/01fmcd,S8MS00055,https://www.cochran.senate.gov,,https://www.cochran.senate.gov/public/index.cfm/email-me,False,0.287,39,2020,388,37,0,2018-11-15 15:30:58 -0500,ocd-division/country:us/state:ms,113 Dirksen Senate Office Building,202-224-5054,202-224-9450,MS,9.54,99.15,115,senate
C001035,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001035.json,Susan,,Collins,,1952-12-07,F,R,,SenatorCollins,susancollins,SenatorSusanCollins,300025,45738,379,49703,N00000491,/m/020y8m,S6ME00159,https://www.collins.senate.gov,https://www.collins.senate.gov/?q=rss.xml,http://www.collins.senate.gov/contact,True,0.11,21,2020,569,0,0,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:me,413 Dirksen Senate Office Building,202-224-2523,202-224-2693,ME,0.0,90.33,115,senate
C001088,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001088.json,Christopher,A.,Coons,,1963-09-09,M,D,,SenCoonsOffice,senatorchriscoons,senatorchriscoons,412390,9269028,122834,40916,N00031820,/m/082d3d,S0DE00092,https://www.coons.senate.gov,https://www.coons.senate.gov/rss/feeds/?type=press,https://www.coons.senate.gov/contact,True,-0.243,9,2020,569,23,1,2018-11-16 08:51:40 -0500,ocd-division/country:us/state:de,127a Russell Senate Office Building,202-224-5042,202-228-3075,DE,4.04,89.93,115,senate
C001071,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C001071.json,Bob,,Corker,,1952-08-24,M,R,,SenBobCorker,bobcorker,senatorcorker,412248,1021114,65905,40705,N00027441,/m/0d9fz3,S6TN00216,https://www.corker.senate.gov,https://www.corker.senate.gov/public/index.cfm/rss/feed,https://www.corker.senate.gov/public/index.cfm/emailme,True,0.395,11,2018,569,24,0,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:tn,425 Dirksen Senate Office Building,202-224-3344,202-228-0566,TN,4.22,94.13,115,senate
C001056,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001056.json,John,,Cornyn,,1952-02-02,M,R,Assistant Leader,JohnCornyn,sen.johncornyn,senjohncornyn,300027,93131,15375,40305,N00024852,/m/01xcqs,S2TX00106,https://www.cornyn.senate.gov,,https://www.cornyn.senate.gov/contact,True,0.495,15,2020,569,2,0,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:tx,517 Hart Senate Office Building,202-224-2934,202-228-2856,TX,0.35,98.24,115,senate
C001113,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C001113.json,Catherine,,Cortez Masto,,1964-03-29,F,D,,sencortezmasto,SenatorCortezMasto,,412681,105698,69579,41700,N00037161,/m/02rtp9t,S6NV00200,https://www.cortezmasto.senate.gov,,https://www.cortezmasto.senate.gov/content/contact-senator,True,-0.393,1,2022,569,10,1,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:nv,B40a Dirksen Senate Office Building,202-224-3542,,NV,1.76,90.34,115,senate
C001095,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/C001095.json,Tom,,Cotton,,1977-05-13,M,R,,SenTomCotton,SenatorTomCotton,RepTomCotton,412508,63928,135651,21301,N00033363,/m/02g3ds,S4AR00103,https://www.cotton.senate.gov,https://www.cotton.senate.gov/rss/,http://www.cotton.senate.gov/?p=contact,True,0.61,3,2020,569,2,0,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:ar,124 Russell Senate Office Building,202-224-2353,,AR,0.35,97.0,115,senate
C000880,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/C000880.json,Michael,D.,Crapo,,1951-05-20,M,R,,MikeCrapo,mikecrapo,senatorcrapo,300030,26440,26830,29345,N00006267,/m/021pgp,S8ID00027,https://www.crapo.senate.gov,,http://www.crapo.senate.gov/contact/email.cfm,True,0.509,19,2022,569,3,0,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:id,239 Dirksen Senate Office Building,202-224-6142,202-228-1375,ID,0.53,95.94,115,senate
C001098,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/C001098.json,Ted,,Cruz,,1970-12-22,M,R,,SenTedCruz,SenatorTedCruz,sentedcruz,412573,1019953,135705,41304,N00033085,/m/07j6ty,S2TX00312,https://www.cruz.senate.gov,https://www.cruz.senate.gov/rss/,http://www.cruz.senate.gov/?p=email_senator,True,0.819,5,2018,569,32,0,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:tx,404 Russell Senate Office Building,202-224-5922,202-228-3398,TX,5.62,95.34,115,senate
D000618,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/D000618.json,Steve,,Daines,,1962-08-20,M,R,,SteveDaines,SteveDainesMT,SteveDainesMT,412549,1034037,135720,21338,N00033054,/m/03qlc5t,S2MT00096,https://www.daines.senate.gov,,https://www.daines.senate.gov/connect/email-steve,True,0.544,3,2020,569,2,0,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:mt,320 Hart Senate Office Building,202-224-2651,202-228-1236,MT,0.35,95.41,115,senate
D000607,"Senator, 1st Class",Sen.,https://api.propublica.org/congress/v1/members/D000607.json,Joe,,Donnelly,,1955-09-28,M,D,,SenDonnelly,senatordonnelly,sendonnelly,412205,1012000,34212,20717,N00026586,/m/0gmx64,S2IN00091,https://www.donnelly.senate.gov,https://www.donnelly.senate.gov/rss/feeds/?press,https://www.donnelly.senate.gov/contact/email-joe,True,-0.119,5,2018,569,8,0,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:in,720 Hart Senate Office Building,202-224-4814,202-225-6798,IN,1.41,77.9,115,senate
D000622,"Senator, 3rd Class",Sen.,https://api.propublica.org/congress/v1/members/D000622.json,Tammy,,Duckworth,,1968-03-12,F,D,,SenDuckworth,SenDuckworth,repduckworth,412533,94484,57442,21325,N00027860,/m/09vqjr,S6IL00292,https://www.duckworth.senate.gov,,https://www.duckworth.senate.gov/content/contact-senator,True,-0.319,1,2022,569,77,1,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:il,524 Hart Senate Office Building,202-224-2854,,IL,13.53,92.48,115,senate
D000563,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/D000563.json,Richard,J.,Durbin,,1944-11-21,M,D,Minority Whip,SenatorDurbin,SenatorDurbin,SenatorDurbin,300038,6741,26847,15021,N00004981,/m/01xcd1,S6IL00151,https://www.durbin.senate.gov,,https://www.durbin.senate.gov/contact/,True,-0.363,21,2020,569,15,1,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:il,711 Hart Senate Office Building,202-224-2152,202-228-0400,IL,2.64,92.42,115,senate
E000285,"Senator, 2nd Class",Sen.,https://api.propublica.org/congress/v1/members/E000285.json,Michael,B.,Enzi,,1944-02-01,M,R,,SenatorEnzi,mikeenzi,senatorenzi,300041,45824,558,49706,N00006249,/m/021ph1,S6WY00126,https://www.enzi.senate.gov,https://www.enzi.senate.gov/public/?a=rss.feed,http://www.enzi.senate.gov/public/index.cfm/contact?p=e-mail-senator-enzi,True,0.54,21,2020,569,1,0,2018-11-16 07:29:01 -0500,ocd-division/country:us/state:wy,379a Russell Senate Office Building,202-224-3424,202-228-0359,WY,0.18,95.77,115,senate
